ΕΞΑΜΗΝΟ, ΜΑΘΗΜΑ, ΚΑΘΗΓΗΤΗΣ, ΤΜΗΜΑ, ΣΧΟΛΙΑ, ΩΡΑ, ΑΙΘΟΥΣΑ, ΗΜΕΡΑ
5, ΔΙΚΑΙΟ ΚΑΙ ΟΙΚΟΝΟΜΙΚΑ, Παν. Υπότροφος, Οικονομικής Επιστήμης, -, 15-17, Δ102, Τετάρτη
5, ΔΙΚΑΙΟ ΚΑΙ ΟΙΚΟΝΟΜΙΚΑ, Παν. Υπότροφος, Οικονομικής Επιστήμης, -, 15-17, Α32, Παρασκευή
5, ΙΣΤΟΡΙΑ ΟΙΚΟΝΟΜΙΚΗΣ ΣΚΕΨΗΣ, Παν. Υπότροφος, Οικονομικής Επιστήμης, -, 13-15, Αμφ.Δεριγνύ, Δευτέρα
5, ΙΣΤΟΡΙΑ ΟΙΚΟΝΟΜΙΚΗΣ ΣΚΕΨΗΣ, Παν. Υπότροφος, Οικονομικής Επιστήμης, -, 11-13, Αμφ.Δεριγνύ, Τετάρτη
5, ΟΙΚΟΝΟΜΕΤΡΙΑ Ι , Η.ΤΖΑΒΑΛΗΣ, Οικονομικής Επιστήμης, -, 9-11, X, Δευτέρα
5, ΟΙΚΟΝΟΜΕΤΡΙΑ Ι , Η.ΤΖΑΒΑΛΗΣ, Οικονομικής Επιστήμης, ΦΡΟΝΤΙΣΤΗΡΙΟ (Α-Λ), 19-21, Δ22, Τρίτη
5, ΟΙΚΟΝΟΜΕΤΡΙΑ Ι , Η.ΤΖΑΒΑΛΗΣ, Οικονομικής Επιστήμης, -, 9-11, X, Πέμπτη
5, ΟΙΚΟΝΟΜΕΤΡΙΑ Ι , Η.ΤΖΑΒΑΛΗΣ, Οικονομικής Επιστήμης, ΦΡΟΝΤΙΣΤΗΡΙΟ (Μ-Ω), 9-11, Δ12, Παρασκευή
5, ΟΙΚΟΝΟΜΙΚΗ ΤΗΣ ΕΡΓΑΣΙΑΣ, ΜΙΑΟΥΛΗ, Οικονομικής Επιστήμης, -, 13-15, Γ, Τρίτη
5, ΟΙΚΟΝΟΜΙΚΗ ΤΗΣ ΕΡΓΑΣΙΑΣ, ΜΙΑΟΥΛΗ, Οικονομικής Επιστήμης, -, 15-17, Γ, Τρίτη
5, ΟΙΚΟΝΟΜΙΚΗ ΤΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ, ΓΚΕΝΑΚΟΣ, Οικονομικής Επιστήμης, -, 13-15, Αμφ.Δεριγνύ, Πέμπτη
5, ΟΙΚΟΝΟΜΙΚΗ ΤΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ, ΓΚΕΝΑΚΟΣ, Οικονομικής Επιστήμης, -, 11-13, Δ12, Παρασκευή
7, ΑΝΑΛΥΣΗ ΧΡΗΜΑΤΑΓΟΡΩΝ ΚΑΙ ΚΕΦΑΛΑΙΑΓΟΡΩΝ, ΠΑΓΚΡΑΤΗΣ, Οικονομικής Επιστήμης, -, 17-19, X, Τρίτη
7, ΑΝΑΛΥΣΗ ΧΡΗΜΑΤΑΓΟΡΩΝ ΚΑΙ ΚΕΦΑΛΑΙΑΓΟΡΩΝ, ΠΑΓΚΡΑΤΗΣ, Οικονομικής Επιστήμης, -, 13-15, X, Τετάρτη
7, ΔΙΕΘΝΕΙΣ ΝΟΜΙΣΜΑΤΙΚΕΣ ΣΧΕΣΕΙΣ, ΦΙΛΙΠΠΟΠΟΥΛΟΣ, Οικονομικής Επιστήμης, -, 11-13, Δ12, Τρίτη
7, ΔΙΕΘΝΕΙΣ ΝΟΜΙΣΜΑΤΙΚΕΣ ΣΧΕΣΕΙΣ, ΦΙΛΙΠΠΟΠΟΥΛΟΣ, Οικονομικής Επιστήμης, -, 9-11, Αμφ.Δεριγνύ, Πέμπτη
7, ΘΕΩΡΙΑ ΠΑΙΓΝΙΩΝ & ΑΒΕΒΑΙΟΤΗΤΑΣ, ΓΑΤΣΙΟΣ - ΓΚΕΝΑΚΟΣ, Οικονομικής Επιστήμης, -, 15-17, Α32, Πέμπτη
7, ΘΕΩΡΙΑ ΠΑΙΓΝΙΩΝ & ΑΒΕΒΑΙΟΤΗΤΑΣ, ΓΑΤΣΙΟΣ - ΓΚΕΝΑΚΟΣ, Οικονομικής Επιστήμης, -, 13-15, Α47, Παρασκευή
7, ΟΙΚΟΝΟΜΙΚΗ ΤΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΤΩΝ ΦΥΣΙΚΩΝ ΠΟΡΩΝ, Α.ΒΛΑΧΟΥ, Οικονομικής Επιστήμης, -, 15-17, Αμφ.Δεριγνύ, Τρίτη
7, ΟΙΚΟΝΟΜΙΚΗ ΤΟΥ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΤΩΝ ΦΥΣΙΚΩΝ ΠΟΡΩΝ, Α.ΒΛΑΧΟΥ, Οικονομικής Επιστήμης, -, 11-13, Αμφ.Δεριγνύ, Πέμπτη
7, ΤΡΑΠΕΖΙΚΗ ΘΕΩΡΙΑ ΚΑΙ ΠΡΑΚΤΙΚΗ, Σ. Παγκράτης, Οικονομικής Επιστήμης, -, 13-15, Α48, Τρίτη
7, ΤΡΑΠΕΖΙΚΗ ΘΕΩΡΙΑ ΚΑΙ ΠΡΑΚΤΙΚΗ, Σ. Παγκράτης, Οικονομικής Επιστήμης, -, 15-17, Α, Τετάρτη
7, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΑ ΘΕΜΑΤΑ, ΣΑΚΕΛΛΑΡΗΣ, Οικονομικής Επιστήμης, ΦΡΟΝΤΙΣΤΗΡΙΟ, 9-11, Α48, Τρίτη
7, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΑ ΘΕΜΑΤΑ, ΣΑΚΕΛΛΑΡΗΣ, Οικονομικής Επιστήμης, -, 9-11, Α48, Παρασκευή
7, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΑ ΘΕΜΑΤΑ, ΣΑΚΕΛΛΑΡΗΣ, Οικονομικής Επιστήμης, -, 11-13, Α48, Παρασκευή
